LoanAmount,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsReported,DateApproved,Lender,CD,NAICSTitle
3600.0,Kihei,HI,96753,621399,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-29T00:00:00Z,"American Savings Bank, FSB",HI-02,Offices of all other miscellaneous health practitioners
3600.0,Wailuku,HI,96793,541110,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,,2020-04-16T00:00:00Z,Bank of Hawaii,HI-02,Offices of lawyers
3600.0,Honolulu,HI,96825,711510,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-11T00:00:00Z,Central Pacific Bank,HI-01,"Independent artists, writers, and performers"
3600.0,Waipahu,HI,96797,722320,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-12T00:00:00Z,Central Pacific Bank,HI-01,Caterers
3600.0,Aiea,HI,96701,485310,Sole Proprietorship,Asian,Female Owned,Non-Veteran,False,1.0,2020-05-08T00:00:00Z,Ohana Pacific Bank,HI-01,Taxi and ridesharing services
3600.0,Honolulu,HI,96826,541310,Limited Liability Company,Asian,Female Owned,Non-Veteran,False,1.0,2020-04-29T00:00:00Z,Hawaii National Bank,HI-01,Architectural services
3600.0,Honolulu,HI,96822,812199,Limited Liability Company,Asian,Female Owned,Unanswered,False,1.0,2020-04-29T00:00:00Z,Hawaii National Bank,HI-01,Other personal care services
3600.0,Honolulu,HI,96816,561740,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-29T00:00:00Z,Hawaii National Bank,HI-01,Carpet and upholstery cleaning services
3600.0,Honolulu,HI,96815,621399,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-09T00:00:00Z,"American Savings Bank, FSB",HI-01,Offices of all other miscellaneous health practitioners
3600.0,Kapolei,HI,96707,531320,Independent Contractors,Unanswered,Male Owned,Unanswered,False,1.0,2020-04-30T00:00:00Z,Central Pacific Bank,HI-02,Offices of real estate appraisers
3600.0,Lihue,HI,96766,111219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-30T00:00:00Z,Central Pacific Bank,HI-02,Other vegetable (except potato) and melon farming
3600.0,Paia,HI,96779,531390,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,False,1.0,2020-05-13T00:00:00Z,"American Savings Bank, FSB",HI-02,Other activities related to real estate
3600.0,Honolulu,HI,96814,541213,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,3.0,2020-04-06T00:00:00Z,"American Savings Bank, FSB",HI-01,Tax preparation services
3600.0,Honolulu,HI,96816,531210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-06T00:00:00Z,"American Savings Bank, FSB",HI-01,Offices of real estate agents and brokers
3600.0,Honolulu,HI,96817,485310,Sole Proprietorship,Asian,Male Owned,Non-Veteran,False,0.0,2020-07-21T00:00:00Z,Central Pacific Bank,HI-01,Taxi and ridesharing services
3600.0,Honolulu,HI,96815,541110,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,False,3.0,2020-06-30T00:00:00Z,Customers Bank,HI-01,Offices of lawyers
3600.0,Wailuku,HI,96793,524298,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-06-16T00:00:00Z,"American Savings Bank, FSB",HI-02,All other insurance related activities
3600.0,Honolulu,HI,96814,453220,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-06-16T00:00:00Z,Ohana Pacific Bank,HI-01,"Gift, novelty, and souvenir stores"
3600.0,Honolulu,HI,96813,711510,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-16T00:00:00Z,"American Savings Bank, FSB",HI-01,"Independent artists, writers, and performers"
3600.0,Honolulu,HI,96822,611710,Professional Association,Unanswered,Unanswered,Unanswered,False,3.0,2020-06-17T00:00:00Z,"American Savings Bank, FSB",HI-01,Educational support services
3600.0,Honolulu,HI,96815,531210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-01T00:00:00Z,Central Pacific Bank,HI-01,Offices of real estate agents and brokers
3600.0,Volcano,HI,96785,453998,Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,False,1.0,2020-04-15T00:00:00Z,"Readycap Lending, LLC",HI-02,Store retailers not specified elsewhere
3600.0,Wailuku,HI,96793,541613,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-02T00:00:00Z,Central Pacific Bank,HI-02,Marketing consulting services
3600.0,Waipahu,HI,96797,485310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-02T00:00:00Z,Central Pacific Bank,HI-01,Taxi and ridesharing services
3590.0,Ewa Beach,HI,96706,485310,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,1.0,2020-06-26T00:00:00Z,"Kabbage, Inc.",HI-01,Taxi and ridesharing services
3585.0,Kaunakakai,HI,96748,713990,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,,2020-04-14T00:00:00Z,Bank of Hawaii,HI-02,All other amusement and recreation industries
3579.0,Kaneohe,HI,96744,238350,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-14T00:00:00Z,Central Pacific Bank,HI-02,Finish carpentry contractors
3574.0,Honolulu,HI,96816,238210,Corporation,Unanswered,Male Owned,Non-Veteran,False,1.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-01,Electrical and wiring contractors
3573.75,Wailuku,HI,96793,711510,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,,2020-07-28T00:00:00Z,"Fundbox, Inc.",HI-02,"Independent artists, writers, and performers"
3573.0,Aiea,HI,96701,621610,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,1.0,2020-08-04T00:00:00Z,"Kabbage, Inc.",HI-01,Home health care services
3572.86,Lihue,HI,96766,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-29T00:00:00Z,Celtic Bank Corporation,HI-02,Beauty salons
3572.0,Kaneohe,HI,96744,611691,Limited Liability Company,Unanswered,Male Owned,Unanswered,False,1.0,2020-04-28T00:00:00Z,HawaiiUSA FCU,HI-02,Exam preparation and tutoring
3566.0,Honolulu,HI,96814,541219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-06-04T00:00:00Z,Central Pacific Bank,HI-01,Other accounting services
3560.0,Wailuku,HI,96793,711510,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-02,"Independent artists, writers, and performers"
3558.75,Kapaa,HI,96746,424990,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-06-29T00:00:00Z,Kaua'i Government Employees' FCU,HI-02,Other miscellaneous nondurable goods merchant wholesalers
3557.0,Honolulu,HI,96815,812199,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-05-11T00:00:00Z,Bank of Hawaii,HI-01,Other personal care services
3555.0,Kailua Kona,HI,96740,532490,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-01T00:00:00Z,WebBank,HI-02,Other commercial and industrial machinery and equipment rental and leasing
3555.0,Haiku,HI,96708,541219,Corporation,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-02T00:00:00Z,"Kabbage, Inc.",HI-02,Other accounting services
3550.0,Honolulu,HI,96826,812112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-28T00:00:00Z,Bank of Hawaii,HI-01,Beauty salons
3549.0,Hawi,HI,96719,812199,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,1.0,2020-07-06T00:00:00Z,"Kabbage, Inc.",HI-02,Other personal care services
3545.0,Pearl City,HI,96782,111219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-07T00:00:00Z,Central Pacific Bank,HI-01,Other vegetable (except potato) and melon farming
3544.0,Honolulu,HI,96817,485320,Independent Contractors,Unanswered,Unanswered,Unanswered,False,1.0,2020-07-21T00:00:00Z,"Kabbage, Inc.",HI-01,Limousine service
3542.0,Honolulu,HI,96822,541611,Independent Contractors,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-13T00:00:00Z,First Hawaiian Bank,HI-01,Administrative management and general management consulting services
3541.0,Honolulu,HI,96817,445210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-27T00:00:00Z,First Hawaiian Bank,HI-01,Meat markets
3537.0,Honolulu,HI,96814,812990,Independent Contractors,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-12T00:00:00Z,First Hawaiian Bank,HI-01,All other personal services
3537.0,Honolulu,HI,96826,812113,Independent Contractors,Unanswered,Unanswered,Unanswered,False,,2020-05-15T00:00:00Z,Bank of Hawaii,HI-01,Nail salons
3536.25,Kapaau,HI,96755,811111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-29T00:00:00Z,Celtic Bank Corporation,HI-02,General automotive repair
3536.15,Kailua Kona,HI,96740,999990,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-28T00:00:00Z,Celtic Bank Corporation,HI-02,Unclassified
3530.0,Pearl City,HI,96782,541990,Independent Contractors,Unanswered,Unanswered,Unanswered,False,1.0,2020-06-23T00:00:00Z,WebBank,HI-01,"All other professional, scientific, and technical services"
3530.0,Honolulu,HI,96816,541219,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-01T00:00:00Z,Central Pacific Bank,HI-01,Other accounting services
3525.0,Honolulu,HI,96825,541613,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-29T00:00:00Z,WebBank,HI-01,Marketing consulting services
3520.0,Honolulu,HI,96815,453220,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-15T00:00:00Z,Central Pacific Bank,HI-01,"Gift, novelty, and souvenir stores"
3517.0,Waikoloa,HI,96738,561720,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-02,Janitorial services
3515.0,Honolulu,HI,96817,812111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-06T00:00:00Z,Bank of Hawaii,HI-01,Barber shops
3505.0,Haiku,HI,96708,812112,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-02,Beauty salons
3500.0,Wailuku,HI,96793,541921,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-09T00:00:00Z,"American Savings Bank, FSB",HI-02,"Photography studios, portrait"
3500.0,Aiea,HI,96701,561990,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-28T00:00:00Z,"American Savings Bank, FSB",HI-01,All other support services
3500.0,Honolulu,HI,96817,722513,Limited Liability Company,Asian,Male Owned,Non-Veteran,False,2.0,2020-05-04T00:00:00Z,"American Savings Bank, FSB",HI-01,Limited-service restaurants
3500.0,Honolulu,HI,96813,561330,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-15T00:00:00Z,Central Pacific Bank,HI-01,Professional employer organizations
3500.0,Kapolei,HI,96707,561510,Independent Contractors,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-29T00:00:00Z,MidFirst Bank,HI-02,Travel agencies
3500.0,Haleiwa,HI,96712,561720,Independent Contractors,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-29T00:00:00Z,Central Pacific Bank,HI-02,Janitorial services
3500.0,Honolulu,HI,96813,485310,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-10T00:00:00Z,Central Pacific Bank,HI-01,Taxi and ridesharing services
3500.0,Honolulu,HI,96817,311824,Corporation,Asian,Male Owned,Unanswered,False,1.0,2020-05-06T00:00:00Z,Hawaii National Bank,HI-01,"Dry pasta, dough, and flour mixes manufacturing from purchased flour"
3500.0,Kailua,HI,96734,621112,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-06-12T00:00:00Z,"American Savings Bank, FSB",HI-02,"Offices of physicians, mental health specialists"
3500.0,Kahului,HI,96732,323111,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-11T00:00:00Z,Central Pacific Bank,HI-02,Commercial printing (except screen and books)
3500.0,Waianae,HI,96792,311811,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-08T00:00:00Z,"American Savings Bank, FSB",HI-02,Retail bakeries
3500.0,Honolulu,HI,96819,561520,Corporation,Unanswered,Unanswered,Unanswered,False,2.0,2020-05-08T00:00:00Z,Bank of Hawaii,HI-01,Tour operators
3500.0,Honolulu,HI,96821,611620,Independent Contractors,Unanswered,Male Owned,Non-Veteran,False,1.0,2020-04-29T00:00:00Z,Hawaii National Bank,HI-01,Sports and recreation instruction
3500.0,Honolulu,HI,96816,621399,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-08T00:00:00Z,"American Savings Bank, FSB",HI-01,Offices of all other miscellaneous health practitioners
3500.0,Honolulu,HI,96826,485310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-08T00:00:00Z,"American Savings Bank, FSB",HI-01,Taxi and ridesharing services
3500.0,Honolulu,HI,96817,236118,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-08T00:00:00Z,Central Pacific Bank,HI-01,Residential remodelers
3500.0,Honolulu,HI,96825,541620,Independent Contractors,Unanswered,Male Owned,Unanswered,False,1.0,2020-05-11T00:00:00Z,"American Savings Bank, FSB",HI-01,Environmental consulting services
3500.0,Haleiwa,HI,96712,327212,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-30T00:00:00Z,Central Pacific Bank,HI-02,Other pressed and blown glass and glassware manufacturing
3500.0,Honolulu,HI,96814,541990,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-14T00:00:00Z,Central Pacific Bank,HI-01,"All other professional, scientific, and technical services"
3500.0,Kihei,HI,96753,314120,Corporation,Unanswered,Male Owned,Unanswered,False,2.0,2020-04-06T00:00:00Z,"American Savings Bank, FSB",HI-02,Curtain and linen mills
3500.0,Kailua,HI,96734,621498,Corporation,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-30T00:00:00Z,Central Pacific Bank,HI-02,All other outpatient care centers
3500.0,Mountain View,HI,96771,238310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-30T00:00:00Z,Central Pacific Bank,HI-02,Drywall and insulation contractors
3500.0,Honolulu,HI,96816,812112,Limited Liability Partnership,Unanswered,Unanswered,Unanswered,False,,2020-04-15T00:00:00Z,Central Pacific Bank,HI-01,Beauty salons
3500.0,Kamuela,HI,96743,453998,Sole Proprietorship,Unanswered,Female Owned,Non-Veteran,False,1.0,2020-04-15T00:00:00Z,"Readycap Lending, LLC",HI-02,Store retailers not specified elsewhere
3500.0,Kailua Kona,HI,96740,238220,Corporation,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-02T00:00:00Z,First Hawaiian Bank,HI-02,Plumbing and hvac contractors
3500.0,Wailuku,HI,96793,238140,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-09T00:00:00Z,"American Savings Bank, FSB",HI-02,Masonry contractors
3499.0,Honolulu,HI,96816,611620,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-06-12T00:00:00Z,First Hawaiian Bank,HI-01,Sports and recreation instruction
3498.0,Honolulu,HI,96814,812112,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,1.0,2020-07-26T00:00:00Z,"Kabbage, Inc.",HI-01,Beauty salons
3497.29,Honolulu,HI,96822,812990,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,500.0,2020-04-30T00:00:00Z,Celtic Bank Corporation,HI-01,All other personal services
3495.0,Honolulu,HI,96815,711510,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-21T00:00:00Z,Bank of Hawaii,HI-01,"Independent artists, writers, and performers"
3495.0,Aiea,HI,96701,531210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-06T00:00:00Z,Central Pacific Bank,HI-01,Offices of real estate agents and brokers
3494.17,Paia,HI,96779,812199,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-08T00:00:00Z,Celtic Bank Corporation,HI-02,Other personal care services
3490.0,Honolulu,HI,96822,541921,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-28T00:00:00Z,Bank of Hawaii,HI-01,"Photography studios, portrait"
3485.0,Ewa Beach,HI,96706,485999,Independent Contractors,Unanswered,Unanswered,Unanswered,False,1.0,2020-06-15T00:00:00Z,"Kabbage, Inc.",HI-01,All other transit and ground passenger transportation
3482.0,Hilo,HI,96720,531210,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,False,,2020-05-26T00:00:00Z,CU Hawaii FCU,HI-02,Offices of real estate agents and brokers
3480.0,Waipahu,HI,96797,531210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-13T00:00:00Z,Central Pacific Bank,HI-01,Offices of real estate agents and brokers
3475.0,Honolulu,HI,96822,524298,Sole Proprietorship,Unanswered,Male Owned,Unanswered,False,0.0,2020-05-01T00:00:00Z,Central Pacific Bank,HI-01,All other insurance related activities
3475.0,Honolulu,HI,96814,722515,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,,2020-04-28T00:00:00Z,Bank of Hawaii,HI-01,Snack and nonalcoholic beverage bars
3470.0,Lahaina,HI,96761,721199,Independent Contractors,Unanswered,Unanswered,Unanswered,False,1.0,2020-07-23T00:00:00Z,"Kabbage, Inc.",HI-02,All other traveler accommodation
3467.0,Honolulu,HI,96825,323113,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-01T00:00:00Z,First Hawaiian Bank,HI-01,Commercial screen printing
3465.62,Lawai,HI,96765,531210,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-29T00:00:00Z,Kaua'i Government Employees' FCU,HI-02,Offices of real estate agents and brokers
3462.0,Aiea,HI,96701,621340,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-07-17T00:00:00Z,"Kabbage, Inc.",HI-01,"Offices of physical, occupational and speech therapists, and audiologists"
3460.0,Kailua Kona,HI,96740,621310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-04T00:00:00Z,First Hawaiian Bank,HI-02,Offices of chiropractors
3460.0,Honolulu,HI,96814,621330,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-05T00:00:00Z,Central Pacific Bank,HI-01,Offices of mental health practitioners (except physicians)
3460.0,Pearl City,HI,96782,812111,Independent Contractors,Unanswered,Unanswered,Unanswered,False,1.0,2020-08-05T00:00:00Z,American Lending Center,HI-01,Barber shops
3457.0,Keaau,HI,96749,621610,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,1.0,2020-06-18T00:00:00Z,"Kabbage, Inc.",HI-02,Home health care services
3455.0,Honolulu,HI,96839,541211,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-01T00:00:00Z,First Hawaiian Bank,HI-01,Offices of certified public accountants
3452.0,Kihei,HI,96753,812113,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-19T00:00:00Z,First Hawaiian Bank,HI-02,Nail salons
3447.3,Honolulu,HI,96813,812111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-12T00:00:00Z,Celtic Bank Corporation,HI-01,Barber shops
3446.0,Ewa Beach,HI,96706,611620,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-28T00:00:00Z,First Hawaiian Bank,HI-01,Sports and recreation instruction
3440.0,Volcano,HI,96785,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-13T00:00:00Z,Cross River Bank,HI-02,New single-family housing construction (except for-sale builders)
3437.0,Honolulu,HI,96826,722410,Corporation,Unanswered,Unanswered,Unanswered,False,,2020-06-06T00:00:00Z,Bank of Hawaii,HI-01,Drinking places (alcoholic beverages)
3432.0,Honolulu,HI,96826,452319,Corporation,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-27T00:00:00Z,Bank of Hawaii,HI-01,All other general merchandise stores
3429.0,Waimanalo,HI,96795,485999,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,1.0,2020-07-10T00:00:00Z,"Kabbage, Inc.",HI-02,All other transit and ground passenger transportation
3427.0,Hilo,HI,96720,448130,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-07T00:00:00Z,"Kabbage, Inc.",HI-02,Children's and infants' clothing stores
3417.0,Waimea,HI,96796,325991,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-28T00:00:00Z,Santa Cruz County Bank,HI-02,Custom compounding of purchased resins
3416.25,Makawao,HI,96768,485310,Independent Contractors,Unanswered,Unanswered,Unanswered,False,0.0,2020-06-22T00:00:00Z,Celtic Bank Corporation,HI-02,Taxi and ridesharing services
3413.0,Haiku,HI,96708,711510,Corporation,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-22T00:00:00Z,"Kabbage, Inc.",HI-02,"Independent artists, writers, and performers"
3412.0,Lahaina,HI,96761,531312,Corporation,Unanswered,Unanswered,Unanswered,False,,2020-04-14T00:00:00Z,Central Pacific Bank,HI-02,Nonresidential property managers
3410.0,Kihei,HI,96753,448120,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-30T00:00:00Z,First Hawaiian Bank,HI-02,Women's clothing stores
3405.0,Wailuku,HI,96793,,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,,2020-05-03T00:00:00Z,Cross River Bank,HI-02,
3404.0,Kailua,HI,96734,531210,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,17.0,2020-04-29T00:00:00Z,Central Pacific Bank,HI-02,Offices of real estate agents and brokers
3403.0,Honolulu,HI,96814,485310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-29T00:00:00Z,Central Pacific Bank,HI-01,Taxi and ridesharing services
3402.0,Kapolei,HI,96707,711510,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-11T00:00:00Z,Bank of Hawaii,HI-02,"Independent artists, writers, and performers"
3401.0,Waianae,HI,96792,561720,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-30T00:00:00Z,Central Pacific Bank,HI-02,Janitorial services
3400.0,Kunia,HI,96759,424820,Partnership,Unanswered,Female Owned,Non-Veteran,False,0.0,2020-05-03T00:00:00Z,Central Pacific Bank,HI-02,Wine and distilled alcoholic beverage merchant wholesalers
3400.0,Kailua,HI,96734,999990,Limited Liability Partnership,Unanswered,Female Owned,Unanswered,False,1.0,2020-04-28T00:00:00Z,"American Savings Bank, FSB",HI-02,Unclassified
3400.0,Kapolei,HI,96707,812199,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-10T00:00:00Z,Central Pacific Bank,HI-02,Other personal care services
3400.0,Honolulu,HI,96814,621399,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-21T00:00:00Z,Central Pacific Bank,HI-01,Offices of all other miscellaneous health practitioners
3400.0,Waipahu,HI,96797,811111,Sole Proprietorship,American Indian or Alaska Native,Unanswered,Unanswered,False,1.0,2020-05-04T00:00:00Z,Hawaii National Bank,HI-01,General automotive repair
3400.0,Honolulu,HI,96826,621310,Sole Proprietorship,Unanswered,Male Owned,Non-Veteran,False,0.0,2020-05-04T00:00:00Z,Central Pacific Bank,HI-01,Offices of chiropractors
3400.0,Honolulu,HI,96821,812113,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-05T00:00:00Z,Bank of Hawaii,HI-01,Nail salons
3400.0,Kailua Kona,HI,96740,611610,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,2.0,2020-04-29T00:00:00Z,"American Savings Bank, FSB",HI-02,Fine arts schools
3400.0,Honolulu,HI,96815,561720,Limited Liability Company,Asian,Female Owned,Non-Veteran,False,1.0,2020-04-29T00:00:00Z,Ohana Pacific Bank,HI-01,Janitorial services
3400.0,Hilo,HI,96720,812990,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-29T00:00:00Z,Central Pacific Bank,HI-02,All other personal services
3400.0,Honolulu,HI,96817,722511,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-06T00:00:00Z,"American Savings Bank, FSB",HI-01,Full-service restaurants
3400.0,Honolulu,HI,96817,813110,Professional Association,Unanswered,Unanswered,Unanswered,False,1.0,2020-06-24T00:00:00Z,Hawaii National Bank,HI-01,Religious organizations
3400.0,Honolulu,HI,96826,531210,Sole Proprietorship,Asian,Male Owned,Non-Veteran,False,1.0,2020-06-24T00:00:00Z,Hawaii National Bank,HI-01,Offices of real estate agents and brokers
3400.0,Honolulu,HI,96815,621399,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,15.0,2020-04-12T00:00:00Z,Central Pacific Bank,HI-01,Offices of all other miscellaneous health practitioners
3400.0,Honolulu,HI,96813,445310,Sole Proprietorship,Asian,Female Owned,Unanswered,False,1.0,2020-05-07T00:00:00Z,Ohana Pacific Bank,HI-01,"Beer, wine, and liquor stores"
3400.0,Aiea,HI,96701,337110,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-05-08T00:00:00Z,"American Savings Bank, FSB",HI-01,Wood kitchen cabinet and countertop manufacturing
3400.0,Honolulu,HI,96822,485310,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-05-08T00:00:00Z,"American Savings Bank, FSB",HI-01,Taxi and ridesharing services
3400.0,Honolulu,HI,96815,812990,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,14.0,2020-04-03T00:00:00Z,Central Pacific Bank,HI-01,All other personal services
3400.0,Kailua Kona,HI,96740,115210,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,,2020-04-27T00:00:00Z,Bank of Hawaii,HI-02,Support activities for animal production
3400.0,Kailua,HI,96734,541990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-30T00:00:00Z,"American Savings Bank, FSB",HI-02,"All other professional, scientific, and technical services"
3400.0,Wailuku,HI,96793,337214,Subchapter S Corporation,White,Male Owned,Veteran,False,1.0,2020-04-06T00:00:00Z,"American Savings Bank, FSB",HI-02,Office furniture (except wood) manufacturing
3400.0,Honolulu,HI,96814,448140,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,0.0,2020-06-02T00:00:00Z,Central Pacific Bank,HI-01,Family clothing stores
3400.0,Kaneohe,HI,96744,561499,Limited Liability Company,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-30T00:00:00Z,Central Pacific Bank,HI-02,All other business support services
3400.0,Aiea,HI,96701,812990,Sole Proprietorship,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-14T00:00:00Z,"American Savings Bank, FSB",HI-01,All other personal services
3400.0,Kapolei,HI,96707,812112,Self-Employed Individuals,Unanswered,Unanswered,Unanswered,False,0.0,2020-04-30T00:00:00Z,Central Pacific Bank,HI-02,Beauty salons
3400.0,Honolulu,HI,96816,444220,Trust,Unanswered,Unanswered,Unanswered,False,1.0,2020-04-14T00:00:00Z,Central Pacific Bank,HI-01,"Nursery, garden, and farm supply stores"
